"Supplier Name","Exchange:Ticker Symbol","Customer Name","Entity","Relationship Type","Primary Industry","Source","Business Description"
"SmartCentres Real Estate Investment Trust (TSX:SRU.UN)","TSX:SRU.UN","Walmart Canada Corp.","Subsidiary/Investment
                         ","Landlord","Retail REITs","Key DevelopmentStrategic Alliances Dec-19-2019","SmartCentres Real Estate Investment Trust is one of Canada’s largest fully integrated REITs, with a best-in-class portfolio featuring 157 strategically located properties in communities across the country. SmartCentres has $9.9 billion in assets and owns 34.1 million square feet of income producing value-oriented retail space with over 98% occupancy, on 3,500 acres of owned land across Canada. SmartCentres continues to focus on enhancing the lives of Canadians by planning and developing complete, connected, mixed-use communities on its existing retail properties. A publicly announced $12.1 billion intensification program ($5.5 billion at SmartCentres’ share) represents the REIT’s current major development focus. This intensification program consists of rental apartments, condos, seniors’ residences and hotels, to be developed under the SmartLiving banner, and retail, office, and storage facilities, to be developed under the SmartCentres banner. SmartCentres’ intensification program is expected to produce an additional 27.3 million square feet of space; all construction commencing within the next five years, 13.3 million square feet of which is already underway. From shopping centres to city centres, SmartCentres is uniquely positioned to reshape the Canadian urban and urban-suburban landscape."
"Smartly.io Inc.","-","Walmart Brasil Ltda.","Subsidiary/Investment
                         ","Supplier","Application Software","Smartly.io Inc. - Form ","Smartly.io Inc. operates a SaaS platform that provides Facebook advertisement optimization tool for data savvy performance marketers. Its platform enables users to create and edit advertisements; and provides real time analytics and customized reports. The company was incorporated in 2013 and is based in Helsinki, Finland."
"Snakes & Lattes Publishing SAS","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier",,"Key DevelopmentClient Announcements Jul-09-2018","There is no business description for this supplier."
"SnapTagz LLC","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Office Services and Supplies","Wild Craze, Inc. 2013 Form 10-K","SnapTagz LLC designs, develops, and manufactures a fashion accessory platform that attaches to clothing and fits flush to a wide range of fabrics. The SnapTagz platform can be decorated or it can serve as a mount for other decorated parts like toys and jewelry. The company was incorporated in 2011 and is based in Brooklyn, New York. As of December 22, 2011, SnapTagz LLC operates as a subsidiary of Wired Associates Solutions Inc."
"Snipp Interactive Inc. (TSXV:SPN)","TSXV:SPN","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Advertising","Snipp Interactive Inc. (TSXV:SPN) 2019 Form 20-F","Snipp Interactive Inc., a loyalty and promotions technology company, provides mobile marketing, rebates, and loyalty solutions in the United States, Canada, Ireland, and internationally. The company offers SnippCheck, a mobile receipt processing solution that allows brands to execute purchase-based promotions and loyalty programs; and SnippLoyalty, a white-label platform that allows clients to deploy from simple punch-card programs to points-based loyalty programs with rewards stores. It also provides SnippRebates solution that enables consumers to submit rebate forms and proof of purchases via mobile, email, or Web uploads, as well as track the status of their rebates and receive funds electronically; and SnippRewards, a rewards and incentive platform that offers various rewards and fulfillment options, including cash back, digital and data rewards, movie tickets, discount coupons, catalog and physical prizes, experiences, and charity gifts. In addition, the company SnippInsights, a data analytics program that gathers data from its marketing programs and enables clients to understand their customers and optimize the promotional programs; and SnippWin, a promotion platform that allows clients to engage customers through the deployment of contests, mobile promotions, and social media related interactions. It serves advertising agencies and third party companies that provide promotions marketing services, as well as corporate/consumer brands, including Fortune 500 companies. Snipp Interactive Inc. was founded in 2007 and is headquartered in Toronto, Canada."
"Snyder's-Lance, Inc.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Packaged Foods and Meats","Snyder's-Lance, Inc. 2018 Form 10-K","Snyder's-Lance, Inc. engages in the manufacture, distribution, marketing, and sale of snack food products in North America and Europe. Its products include pretzels, sandwich crackers, kettle cooked chips, pretzel crackers, popcorn, nuts, potato chips, tortilla chips, cookies, restaurant style crackers, and other salty snacks. The company sells its products under the Snyder’s of Hanover, Lance, Cape Cod, Snack Factory Pretzel Crisps, Pop Secret, Emerald, Kettle Brand, KETTLE Chips, Late July, Metcalfe’s skinny, Tom’s, Archway, Jays, Stella D’oro, Eatsmart Snacks, Krunchers!, O-Ke-Doke, and other brand names. Snyder's-Lance sells its products directly to retail customers and third-party distributors, as well as third-party branded products to the independent business owners through its direct-store-delivery distribution network. The company was formerly known as Lance, Inc. and changed its name to Snyder's-Lance, Inc. in December 2010. Snyder's-Lance, Inc. was founded in 1912 and is headquartered in Charlotte, North Carolina. As of March 26, 2018, Snyder's-Lance, Inc. operates as a subsidiary of Campbell Soup Company."
"Société BIC SA (ENXTPA:BB)","ENXTPA:BB","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Office Services and Supplies","Société BIC SA (ENXTPA:BB) 2019 Form ","Société BIC SA manufactures and sells stationery, lighter, shaver, and other products in Europe, North America, and internationally. The company offers stationery products, including ball pens, ink, dry gel pens, fineliner pens, graphite pencils, coloring pencils, coloring felt pens, poster paints, water colors, plasticines, double-sided dry eraser whiteboards, mini pocket mouse decor, glue stock décor, markers, stickers, graphic pencils, mechanical pencils, sticky notes, printing products, writing pens, dyes, leads, writing instruments, and correction and adhesive tapes, as well as crayons, arts and crafts kits, correction fluids, correction pens, and erasers. It also provides classic, electronic, decorated, and multipurpose lighters; and shavers for men and women. In addition, the company sells pantyhoses, batteries, and shaving preps; and advertising and promotional products. Further, it is involved in the provision of delivery services; production of industrial equipment; and manufacture and distribution of IT solutions and consumer products, as well as real estate and insurance activities. The company offers its products under primarily the BIC, Cello, Conté, BIC Kids, Tipp-Ex, Wite-Out, BIC Soleil, and BIC Shave Club brands through points-of-sale, individual kiosks, and micro-shops, as well as an e-commerce site. Société BIC SA was founded in 1944 and is headquartered in Clichy, France."
"Sony Pictures Consumer Products, Inc.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Movies and Entertainment","Key DevelopmentStrategic Alliances Nov-29-2018","Sony Pictures Consumer Products, Inc. engages in film and television merchandising, licensing, and retail opportunities. The company is based in North Hollywood, California. Sony Pictures Consumer Products, Inc. operates as a subsidiary of Sony Pictures Entertainment Inc."
"Soul and Vibe Interactive, Inc. (OTCPK:SOUL)","OTCPK:SOUL","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Interactive Home Entertainment","Soul and Vibe Interactive, Inc. (OTCPK:SOUL) 2012 Form 10-K","Soul and Vibe Interactive, Inc. develops, publishes, and digitally distributes interactive entertainment games and interactive books for video game consoles, mobile and augmented reality/wearable tech devices, personal computers, and social-media platforms in the United States. The company offers Bugaboo, an action-puzzle game; The Virtual-Pet Game; The Dragon Wars, a character-driven battle game; Grimwhiskers, a side scrolling and action game; and Last Day on Earth games. It also develops, publishes, and digitally distributes music for play on digital devices through downloadable/streamable channels. The company was formerly known as Victory LG, Inc. and changed its name to Soul and Vibe Interactive, Inc. in September 2012. Soul and Vibe Interactive, Inc. was founded in 2011 and is headquartered in Salt Lake City, Utah."
"Spare Backup, Inc.","-","Simplexity, LLC","Subsidiary/Investment
                         ","Supplier","Internet Services and Infrastructure","Spare Backup, Inc. 2013 Form 10-K","Spare Backup, Inc. develops and provides data storage solutions to people and businesses worldwide. Its solutions are used to create, share, and preserve critical memories and business data. The company was founded in 2002 and is based in Miami, Florida."
"Spectrum Brands Holdings, Inc. (NYSE:SPB)","NYSE:SPB","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Household Products","Spectrum Brands Holdings, Inc. (NYSE:SPB) 2019 Form 10-K","Spectrum Brands Holdings, Inc. operates as a branded consumer products company worldwide. The company’s Hardware & Home Improvement segment offers hardware products under the National Hardware and FANAL brands; locksets and door hardware under the Kwikset, Weiser, Baldwin, EZSET, and Tell manufacturing brands; and plumbing products under the Pfister brand. Its Home and Personal Care segment provides home appliances under the Black & Decker, Russell Hobbs, George Foreman, Toastmaster, Juiceman, Farberware, and Breadman brands; and personal care products under the Remington and LumaBella brands. The company’s Global Pet Supplies segment provides rawhide chewing, dog and cat clean-up and food, training, health and grooming, small animal food and care, and rawhide-free products under the 8IN1 (8-in-1), Dingo, Nature's Miracle, Wild Harvest, Littermaid, Jungle, Excel, FURminator, IAMS, Eukanuba, Healthy-Hide, DreamBone, SmartBones, ProSense, Perfect Coat, eCOTRITION, Birdola, and Digest-eeze brands. This segment also offers aquarium kits, and aquatics equipment and consumables under the Tetra, Marineland, Whisper, Instant Ocean, and GloFish brand names. Its Home and Garden segment provides outdoor insect and weed control solutions, and animal repellents under the Spectracide, Garden Safe, Liquid Fence, and EcoLogic brands; household pest controls under the Hot Shot, Black Flag, Real-Kill, Ultra Kill, The Ant Trap, and Rid-A-Bug brand names; and personal-use pesticides and insect repellent products under the Cutter and Repel brands. The company sells its products through retailers, e-commerce and online retailers, wholesalers and distributors, construction companies, and original equipment manufacturers. The company was formerly known as HRG Group, Inc. and changed its name to Spectrum Brands Holdings, Inc. in July 2018. Spectrum Brands Holdings, Inc. is headquartered in Middleton, Wisconsin."
"Sprinklr, Inc.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Application Software","Key DevelopmentClient Announcements Mar-07-2019","Sprinklr, Inc. develops social software platform for content planning and publishing, advocate and audience management, owned engagement and moderation, and earned monitoring and listening management. Its products include Social Publishing, which enables to source, share, preview, target, and deploy media content across social networks; Social Asset Management for content sourcing and production; and Social Media Automation to delegate repetitive tasks to software algorithms. The company also offers Social Conversations and Engagement to manage social conversations and engagement across teams; Social Campaign Management to create and deploy social campaigns; Social CRM to share a 360 degree view of customers across social channels; Social Analytics and Reporting for business outcomes, track engagement, and conversion metrics; and Social Governance to control and secure social media across the entire organization. In addition, it offers Mobile Apps Suite for managing social activities on tablet, smartphone, on iOS, Android, BlackBerry, and Windows 8 Phone; and Distributed User Permissions to manage, monitor, and govern distributed users and accounts. Further, the company provides Enterprise Integration to build a 360 degree profile of prospects and customers; Social Apps Library for accessing a library of social apps; Social Listening for social signals related to markets, customers, products, and competitors; and Social Media Advertising for planning, executing, and optimizing social media advertising. Furthermore, it offers community management, reporting and analysis services, social maturity acceleration, governance, integration, and engagement services. It serves technology, consumer electronics, automotive, retailers, and apparel companies. Sprinklr, Inc. has a strategic alliance with Deloitte Digital. The company was founded in 2009 and is based in New York, New York with additional locations in the United States, the United Kingdom, France, Germany, Asia, and internationally."
"Square, Inc. (NYSE:SQ)","NYSE:SQ","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Data Processing and Outsourced Services","Square, Inc. (NYSE:SQ) 2019 Form 10-K","Square, Inc. provides payment and point-of-sale solutions in the United States and internationally. The company’s commerce ecosystem includes point-of-sale software and hardware that offers sellers to payment and point-of-sale solutions. It provides hardware products, including Magstripe reader, which enables swiped transactions of magnetic stripe cards; Contactless and chip reader that accepts Europay, MasterCard, and Visa (EMV) chip cards and Near Field Communication payments; Square Stand, which enables an iPad to be used as a payment terminal or full point of sale solution; Square Register that combines its hardware, point-of-sale software, and payments technology; Square Terminal, a portable payments device that replaces keypad terminals, which accepts various payment types, such as tap, dip, and swipe, as well as prints receipts; and managed payments solutions. The company also offers various software products, including Square Point of Sale, Square Appointments, Square for Retail, Square for Restaurants, Square Invoices, Virtual Terminal, Weebly, Square Dashboard, Square Loyalty and Marketing, and Square Payroll. In addition, it provides Cash App, which enables individuals to electronically send, store, and spend money; Caviar, a food ordering platform for restaurants to offer food ordering, pickup, delivery, and catering to their customers; and Square Capital that facilitates loans to sellers based on current payment and point-of-sale data. Square, Inc. was founded in 2009 and is headquartered in San Francisco, California."
"SquareTrade, Inc.","-","Sam's West, Inc.","Subsidiary/Investment
                         ","Supplier","Property and Casualty Insurance","Key DevelopmentClient Announcements Jan-17-2013","SquareTrade, Inc. provides warranties and insurance coverage plans for gadgets and electronics in the United States and internationally. The company offers protection plans for smartphones, tablets, desktop computers, laptops, portable audio electronics, home entertainment electronics, and home appliances; and other electronics, such as cameras, GPS devices, watches, fitness trackers, and more. It provides coverage plans for drops, water damages, malfunctions, mishaps, and accidents. SquareTrade, Inc. was formerly known as Transecure. The company was founded in 1999 and is based in San Francisco, California with an additional office in London, United Kingdom. SquareTrade, Inc. operates as a subsidiary of SquareTrade Holding Company, Inc."
"Starco Brands, Inc. (OTCPK:STCB)","OTCPK:STCB","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Internet and Direct Marketing Retail","Key DevelopmentStrategic Alliances Aug-10-2018","Starco Brands, Inc. engages in the direct response marketing of consumer products through television and/or retail in the United States. It offers products in various categories, including household cleaning, personal care, food, beverage and spirits, DIY hardware, and arts and crafts. The company was formerly known as Insynergy Products, Inc. and changed its name to Starco Brands, Inc. in September 2017. Starco Brands, Inc. was founded in 2010 and is based in Santa Monica, California."
"Steven Madden, Ltd. (NasdaqGS:SHOO)","NasdaqGS:SHOO","Walmart Chile S.A.","Subsidiary/Investment
                         ","Supplier","Footwear","Steven Madden, Ltd. (NasdaqGS:SHOO) 2019 Form 10-K","Steven Madden, Ltd. designs, sources, markets, and sells fashion-forward name brand and private label footwear for women, men, and children worldwide. Its Wholesale Footwear segment provides footwear under the Steve Madden Women's, Madden Girl, Steve Madden Men's, Madden, Madden NYC, Report, Dolce Vita, DV by Dolce Vita, Mad Love, Steven by Steve Madden, Superga, Betsey Johnson, Betseyville, Steve Madden Kids, Stevies, Brian Atwood, Blondo, Kate Spade, and Anne Klein brands, as well as private label footwear. The company’s Wholesale Accessories segment offers Steve Madden, Steven by Steve Madden, Madden Girl, Betsey Johnson, Madden NYC, Big Buddha, DKNY, Donna Karan, Anne Klein, Jocelyn,Luv Betsey, and accessories brands; private label fashion handbags and accessories to department stores, mass merchants, value priced retailers, online retailers, and specialty stores; and cold weather accessories, fashion scarves, wraps, and other trend accessories primarily under Cejon, Steve Madden, Betsey Johnson, and Big Buddha brand names, as well as private labels to department stores and specialty stores. Its Retail segment operates Steve Madden, Steven, Superga, and International retail stores, as well as Steve Madden, Superga, Betsey Johnson, Blondo, Dolce Vita, Brian Atwood, and Jocelyn e-commerce Websites. The company’s Licensing segment licenses its Steve Madden, Steven by Steve Madden, Madden Girl, and FREEBIRD by Steven trademarks. Its First Cost segment operates as a buying agent for footwear products under private labels for mass-market merchandisers, shoe chains, and other mid-tier retailers. As of December 31, 2018, it owned and operated 229 retail stores. Steven Madden, Ltd. was founded in 1990 and is headquartered in Long Island City, New York."
"Strauss Group Ltd. (TASE:STRS)","TASE:STRS","Wal-Mart.com USA, LLC","Subsidiary/Investment
                         ","Supplier","Packaged Foods and Meats","Strauss Group Ltd. (TASE:STRS) - Form Doc","Strauss Group Ltd., together with its subsidiaries, develops, manufactures, markets, and sells various food and beverage products in Israel, North America, Europe, and internationally. The company primarily operates through six segments: Health & Wellness; Fun & Indulgence; Israel Coffee; International Coffee; International Dips & Spreads; and Strauss Water. The Health & Wellness segment provides yogurts, dairy desserts, soft cheeses, flavored milk beverages, chilled salads, cut vegetables, fresh pasta products, cereal and granola bars, honey products, olive oils, fruit preserves, cooking sauces, lemon juices, and natural maple syrups. This segment also sells and distributes natural juices, butter spreads, sheep yogurt, and plant-based probiotic desserts The Fun & Indulgence segment offers sweet snack bars, chocolate tablets, sweet spreads, candies, chewing gums, cakes and cookies, biscuits, wafers, and salty snacks. The Israel Coffee segment develops, manufactures, sells, markets, and distributes a range of coffee products, chocolate powders, and other drink powders; and retails coffee products. The International Coffee segment develops and manufactures various coffee products and powder drinks; markets and distributes coffee machines; and purchases and processes green coffee, corn products, and juice powders. The International Dips & Spreads segment develops, manufactures, markets, and sells refrigerated dips and spreads under the Sabra, Obela, and Florentin brands. The Strauss Water segment also develops, manufactures, and sells drinking water filtration, purification, and carbonation devices. The company was formerly known as Strauss-Elite Ltd. and changed its name to Strauss Group Ltd. in February 2007. Strauss Group Ltd. was founded in 1933 and is headquartered in Petach Tikva, Israel. Strauss Group Ltd. is a subsidiary of Strauss Holdings Ltd."
"Summer Infant, Inc. (NasdaqCM:SUMR)","NasdaqCM:SUMR","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Leisure Products","Summer Infant, Inc. (NasdaqCM:SUMR) 2019 Form 10-K","Summer Infant, Inc., together with its subsidiaries, designs, markets, and distributes branded juvenile health, safety, and wellness products primarily worldwide. It offers audio and video monitors; safety products, including gates, bedrails, baby proofing products, potties, bath products, positioners, and infant health products; nursery products, such as specialty blankets, sleep aides and soothers, and travel accessories; and baby gear products consisting of strollers, bassinets, high chairs, and playards under the Summer, SwaddleMe, and born free brand names. The company sells its products directly to retailers through own direct sales force and a network of independent manufacturers' representatives and distributors; and through partner's Websites and its summerinfant.com Website, as well as indirectly through distributors, representatives, and international retail customers. Summer Infant, Inc. was founded in 1985 and is headquartered in Woonsocket, Rhode Island."
"Sundial Growers Inc. (NasdaqGS:SNDL)","NasdaqGS:SNDL","Asda Stores Limited","Subsidiary/Investment
                         ","Supplier","Pharmaceuticals","Sundial Growers Inc. (NasdaqGS:SNDL) 2019 Form 424B4","Sundial Growers Inc. engages in the production, distribution, and sale of cannabis for medical and adult recreational access in Canada. The company also focuses on supplying herbs and ornamental flowers, including basil, coriander, mint, dill, tulips, roses, and poinsettias in the United Kingdom. It serves the adult-use cannabis industry. The company offers its products under the Sundial, Top Leaf, and BC Weed Co. brands. Sundial Growers Inc. has a development and licensing agreement with Crescita Therapeutics Inc. for the development of cannabis and hemp topical. The company was incorporated in 2006 and is headquartered in Calgary, Canada."
"SunPower Corporation (NasdaqGS:SPWR)","NasdaqGS:SPWR","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Semiconductors","Key DevelopmentClient Announcements Oct-23-2018","SunPower Corporation delivers solar solutions worldwide. It operates through SunPower Energy Services and SunPower Technologies segments. The company provides solar power components, including panels and system components, primarily to dealers, system integrators, and distributors. It also offers commercial rooftop and ground-mounted solar power systems, and residential mounting systems. In addition, the company provides post-installation operations and maintenance services. Further, it leases and sells solar power systems to residential customers; and sells inverters manufactured by third parties. The company also serves investors, financial institutions, project developers, electric utilities, independent power producers, commercial and governmental entities, production home builders, residential owners, and small commercial building owners. The company was founded in 1985 and is headquartered in San Jose, California. SunPower Corporation is a subsidiary of Total Solar INTL SAS."
"Suryalakshmi Cotton Mills Limited (BSE:521200)","BSE:521200","Flipkart Internet Private Limited","Subsidiary/Investment
                         ","Supplier","Textiles","Suryalakshmi Cotton Mills Limited (BSE:521200) - Form Doc","Suryalakshmi Cotton Mills Limited manufactures and sells cotton and blended yarns, denim fabrics, and garments in India. The company provides spun polyester, polyester cotton combed/carded blend, polyester viscose blend, cotton OE and ring spun, slub and fancy, core spun elastane, 2 fold, eli-twisted, and compact yarns. The company also offers mercerized, coated, normal finish, cotton/polyester, yarn dyed/over dyed, and mill washed stretch and rigid denims. It serves private labels, fashion brands, and retail chains in 31 countries worldwide. Suryalakshmi Cotton Mills Limited was founded in 1962 and is based in Secunderabad, India."
"Suryalakshmi Cotton Mills Limited (BSE:521200)","BSE:521200","Myntra Designs Private Limited","Subsidiary/Investment
                         ","Supplier","Textiles","Suryalakshmi Cotton Mills Limited (BSE:521200) - Form Doc","Suryalakshmi Cotton Mills Limited manufactures and sells cotton and blended yarns, denim fabrics, and garments in India. The company provides spun polyester, polyester cotton combed/carded blend, polyester viscose blend, cotton OE and ring spun, slub and fancy, core spun elastane, 2 fold, eli-twisted, and compact yarns. The company also offers mercerized, coated, normal finish, cotton/polyester, yarn dyed/over dyed, and mill washed stretch and rigid denims. It serves private labels, fashion brands, and retail chains in 31 countries worldwide. Suryalakshmi Cotton Mills Limited was founded in 1962 and is based in Secunderabad, India."
"Suryalakshmi Cotton Mills Limited (BSE:521200)","BSE:521200","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Textiles","Suryalakshmi Cotton Mills Limited (BSE:521200) - Form Doc","Suryalakshmi Cotton Mills Limited manufactures and sells cotton and blended yarns, denim fabrics, and garments in India. The company provides spun polyester, polyester cotton combed/carded blend, polyester viscose blend, cotton OE and ring spun, slub and fancy, core spun elastane, 2 fold, eli-twisted, and compact yarns. The company also offers mercerized, coated, normal finish, cotton/polyester, yarn dyed/over dyed, and mill washed stretch and rigid denims. It serves private labels, fashion brands, and retail chains in 31 countries worldwide. Suryalakshmi Cotton Mills Limited was founded in 1962 and is based in Secunderabad, India."
"Symphony Limited (BSE:517385)","BSE:517385","Flipkart Online Services Pvt. Ltd.","Subsidiary/Investment
                         ","Supplier","Household Appliances","Symphony Limited (BSE:517385) - Form Doc","Symphony Limited manufactures and trades in residential, commercial, and industrial air coolers in India and internationally. The company offers residential and mobile commercial air coolers; packaged air coolers for various commercial, industrial, and residential uses; and central air cooling products for use in open and semi-open spaces in industries and commercial premises. It sells its products through a network of distributors, retailers, and e-commerce portals primarily under the Symphony brand name in approximately 60 countries. The company was formerly known as Symphony Comfort Systems Ltd. and changed its name to Symphony Limited in June 2010. Symphony Limited was founded in 1988 and is headquartered in Ahmedabad, India."
"Synear Food Holdings Ltd","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Packaged Foods and Meats","Synear Food Holdings Ltd 2013 Form Doc","Synear Food Holdings Limited, an investment holding company, engages in the development, production, and sale of quick freeze food products under the Synear brand name in China. It produces a range of traditional Chinese staple food products, including savory dumplings; glutinous sweet dumplings; vacuum-packed and torch glutinous rice dumpling products; and specialty desserts and snacks, such as steamed milk buns, pumpkin cakes, pickled vegetable pork buns, onion flavored crispy pancakes, and spring rolls. The company markets its products through supermarkets, retail outlets, and stores. Synear Food Holdings Limited was founded in 1997 and is headquartered in Zhengzhou City, China."
"Synergy CHC Corp. (OTCPK:SNYR)","OTCPK:SNYR","Sam's West, Inc.","Subsidiary/Investment
                         ","Supplier","Personal Products","Synergy CHC Corp. (OTCPK:SNYR) 2019 Form 10-K","Synergy CHC Corp., a consumer health care company, markets and distributes various consumer branded products primarily in the health and wellness industry in North America. The company offers FOCUSfactor, a brain-health nutritional supplement that includes a proprietary blend of brain supporting vitamins, minerals, antioxidants, and other nutrients; Flat Tummy Tea, a two-step herbal detox tea that works to help speed metabolism, boost energy, and reduce bloating; and Hand MD, an anti-aging skincare line formulated for the hands. It also provides Neuragen, a topical product that works directly at the site of the pain as opposed to oral products; Sneaky Vaunt, a backless, strapless, stick on, and push up bra; The Queen Pegasus, a two-step eyelash elixir kit for natural eyelashes; Per-fekt Beauty line of cosmetics; and Think Fuel, a nootropic supplement for enhance brain function. Synergy CHC Corp. sells its products directly to wholesalers and distributors; and online through flattummyco.com, sneakyvaunt.com, thequeenpegasus.com, perfektbeauty.com, and www.thinkfuel.com, as well as through retail distribution channels. The company was formerly known as Synergy Strips Corp. and changed its name to Synergy CHC Corp. in August 2015. Synergy CHC Corp. was founded in 2012 and is based in Westbrook, Maine."
"Synergy CHC Corp. (OTCPK:SNYR)","OTCPK:SNYR","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Personal Products","Synergy CHC Corp. (OTCPK:SNYR) 2019 Form 10-K","Synergy CHC Corp., a consumer health care company, markets and distributes various consumer branded products primarily in the health and wellness industry in North America. The company offers FOCUSfactor, a brain-health nutritional supplement that includes a proprietary blend of brain supporting vitamins, minerals, antioxidants, and other nutrients; Flat Tummy Tea, a two-step herbal detox tea that works to help speed metabolism, boost energy, and reduce bloating; and Hand MD, an anti-aging skincare line formulated for the hands. It also provides Neuragen, a topical product that works directly at the site of the pain as opposed to oral products; Sneaky Vaunt, a backless, strapless, stick on, and push up bra; The Queen Pegasus, a two-step eyelash elixir kit for natural eyelashes; Per-fekt Beauty line of cosmetics; and Think Fuel, a nootropic supplement for enhance brain function. Synergy CHC Corp. sells its products directly to wholesalers and distributors; and online through flattummyco.com, sneakyvaunt.com, thequeenpegasus.com, perfektbeauty.com, and www.thinkfuel.com, as well as through retail distribution channels. The company was formerly known as Synergy Strips Corp. and changed its name to Synergy CHC Corp. in August 2015. Synergy CHC Corp. was founded in 2012 and is based in Westbrook, Maine."
"Tadbik Ltd.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Paper Packaging","Tadbik Ltd. - Form ","Tadbik Ltd. manufactures and sells flexible packaging, labeling, RFID, and in pack promotion solutions worldwide. The company offers flexible packaging products, including retorts, films, lids, and stand-up pouches under the Tadbik-CLP brand; and pressure sensitive, shrink sleeve, and in mold labels, as well as automation solutions. It also provides RFID industrial and logistic, RFID race timing, RFID and NFC wristbands, RFID animal identification, and NFC solutions; and in-pack promotions comprising in-pack promo, collection sticker, clip air, and automatic implementation services. The company serves food and beverage, cosmetic, pharmaceutical, food supplements, home furnishings, and other industries. Tadbik Ltd. was founded in 1983 and is based in Petach Tikva, Israel."
"Take-Two Interactive Software, Inc. (NasdaqGS:TTWO)","NasdaqGS:TTWO","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Interactive Home Entertainment","Take-Two Interactive Software, Inc. (NasdaqGS:TTWO) 2019 Form 10-K","Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games and 2K labels, as well as under Private Division and Social Point labels. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names through developing sequels; and offers downloadable episodes, content and virtual currency, and releasing titles for smartphones and tablets. The company also develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. In addition, the company publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. Further, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; and the Golf Club. Additionally, the company offers free-to-play mobile games, such as Dragon City and Monster Legends. Its products are designed for console gaming systems, including Sony's PlayStation 4; Microsoft's Xbox One; the Nintendo Switch; and personal computers comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was founded in 1993 and is headquartered in New York, New York."
"Talon International, Inc. (OTCPK:TALN)","OTCPK:TALN","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Apparel, Accessories and Luxury Goods","Talon International, Inc. (OTCPK:TALN) 2017 Form 10-K","Talon International, Inc. manufactures and distributes apparel components and accessories to manufacturers of fashion apparel, specialty retailers, and mass merchandisers. The company offers a line of metal, coil, and plastic zippers under the Talon brand name; apparel trim components, including tags, labels, buttons, rivets, leather patches, woven labels, heat transfer seals, tapes, ribbons, printed marketing material, polybasic, packing cartons, and hangers; metal fasteners; stretch waistbands, shirt collars, and inner pocketing panels under the Tekfit brand, as well as packaging and other items; and specialty stretch technology for interlinings. It also provides outsourced trim design, sourcing, and management services, as well as supplies custom branded trim components. The company sells its products through its own sales force in the United States, Hong Kong, China, India, Indonesia, Vietnam, and Bangladesh, as well as through sales representatives in Europe. The company was formerly known as Tag-It Pacific, Inc. and changed its name to Talon International, Inc. in July 2007. Talon International, Inc. was founded in 1980 and is headquartered in Woodland Hills, California."
"Tara Jewels Limited (BSE:534756)","BSE:534756","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Apparel, Accessories and Luxury Goods","Tara Jewels Limited (BSE:534756) - Form Doc","Tara Jewels Limited, together with its subsidiaries, designs, manufactures, and retails jewelry primarily in India. The company offers studded gold, diamond, platinum, and silver jewelry, including rings, pendants sets, necklaces sets, tanmaniya, earrings, and pendants, as well as coins. It sells its products through jewelry chain stores, online retailers, and television networks, as well as company owned stores across Metros, Tier I, Tier II, and Tier III Indian cities. The company also exports its jewelry to Australia, Canada, China, New Zealand, Russia, South Africa, the United States, and the United Kingdom, as well as the rest of Europe. The company was incorporated in 2001 and is based in Mumbai, India."
